Knicks @ Warriors - Jan 23 2018 10:30PM,-143.64288,154.368,1.0
Knicks @ Warriors - Jan 23 2018 10:30PM,-212.01744,7.056,1.0
Knicks @ Warriors - Jan 23 2018 10:30PM,89.3616,32.4,0.0
Knicks @ Warriors - Jan 23 2018 10:30PM,136.03392,-57.096,0.0
Knicks @ Warriors - Jan 23 2018 10:30PM,140.42544,144.504,1.0
Knicks @ Warriors - Jan 23 2018 10:30PM,211.91472,9.936,0.0
Knicks @ Warriors - Jan 23 2018 10:30PM,99.11472,-76.824,1.0
Knicks @ Warriors - Jan 23 2018 10:30PM,174.17856,-164.952,1.0
Knicks @ Warriors - Jan 23 2018 10:30PM,150.63792,154.8,1.0
Knicks @ Warriors - Jan 23 2018 10:30PM,68.93616,-111.6,0.0
Knicks @ Warriors - Jan 23 2018 10:30PM,91.75104,6.7608,1.0
Knicks @ Warriors - Jan 23 2018 10:30PM,79.14864,18.0,1.0
Warriors @ Rockets - Jan 20 2018  8:30PM,92.78256,89.352,0.0
Warriors @ Rockets - Jan 20 2018  8:30PM,125.41248,-138.528,0.0
Warriors @ Rockets - Jan 20 2018  8:30PM,207.98256,37.44,0.0
Warriors @ Rockets - Jan 20 2018  8:30PM,86.85936,52.704,1.0
Warriors @ Rockets - Jan 20 2018  8:30PM,78.74016,11.736,0.0
Warriors @ Rockets - Jan 20 2018  8:30PM,206.65488,33.336,0.0
Warriors @ Rockets - Jan 20 2018  8:30PM,87.7272,34.992,0.0
Warriors @ Rockets - Jan 20 2018  8:30PM,105.65088,-124.416,0.0
Warriors @ Rockets - Jan 20 2018  8:30PM,127.81248,77.256,1.0
Warriors @ Rockets - Jan 20 2018  8:30PM,207.7272,-17.28,0.0
Warriors @ Rockets - Jan 20 2018  8:30PM,132.30624,154.224,0.0
Warriors @ Rockets - Jan 20 2018  8:30PM,89.66784,-54.0,1.0
Warriors @ Rockets - Jan 20 2018  8:30PM,-101.05536,-56.808,0.0
Warriors @ Rockets - Jan 20 2018  8:30PM,-216.10224,-16.632,0.0
Warriors @ Rockets - Jan 20 2018  8:30PM,-152.52768,-159.696,1.0
Warriors @ Rockets - Jan 20 2018  8:30PM,-110.04288,-113.616,1.0
Warriors @ Rockets - Jan 20 2018  8:30PM,-134.60448,-138.24,0.0
Warriors @ Rockets - Jan 20 2018  8:30PM,-161.56608,156.888,1.0
Warriors @ Rockets - Jan 20 2018  8:30PM,-179.38752,-163.584,0.0
Warriors @ Rockets - Jan 20 2018  8:30PM,-81.65136,40.824,0.0
Warriors @ Rockets - Jan 20 2018  8:30PM,-165.08976,161.496,0.0
Warriors @ Bulls - Jan 17 2018  8:00PM,-139.3536,-138.456,1.0
Warriors @ Bulls - Jan 17 2018  8:00PM,-129.0384,-16.272,1.0
Warriors @ Bulls - Jan 17 2018  8:00PM,-182.34912,3.24,0.0
Warriors @ Bulls - Jan 17 2018  8:00PM,-130.77456,55.224,1.0
Warriors @ Bulls - Jan 17 2018  8:00PM,-215.84688,121.536,0.0
Warriors @ Bulls - Jan 17 2018  8:00PM,-87.01296,-49.536,1.0
Warriors @ Bulls - Jan 17 2018  8:00PM,-84.76608,-76.824,1.0
Warriors @ Bulls - Jan 17 2018  8:00PM,-202.05984,-160.2,0.0
Warriors @ Bulls - Jan 17 2018  8:00PM,-211.65984,12.384,1.0
Warriors @ Bulls - Jan 17 2018  8:00PM,34.21248,-141.696,0.0
Warriors @ Bulls - Jan 17 2018  8:00PM,86.45088,20.16,0.0
Warriors @ Bulls - Jan 17 2018  8:00PM,85.83792,-29.088,1.0
Warriors @ Bulls - Jan 17 2018  8:00PM,217.63392,-168.768,0.0
Warriors @ Bulls - Jan 17 2018  8:00PM,162.58704,101.448,1.0
Warriors @ Bulls - Jan 17 2018  8:00PM,170.55312,9.144,0.0
Warriors @ Bulls - Jan 17 2018  8:00PM,88.4424,-62.568,1.0
Warriors @ Bulls - Jan 17 2018  8:00PM,153.03792,156.816,1.0
Warriors @ Bulls - Jan 17 2018  8:00PM,127.2,-134.496,0.0
Warriors @ Bulls - Jan 17 2018  8:00PM,201.75312,-23.184,0.0
Warriors @ Cavaliers - Jan 15 2018  8:00PM,104.6808,108.504,0.0
Warriors @ Cavaliers - Jan 15 2018  8:00PM,197.97408,14.616,1.0
Warriors @ Cavaliers - Jan 15 2018  8:00PM,87.8808,4.608,1.0
Warriors @ Cavaliers - Jan 15 2018  8:00PM,201.2424,-15.768,1.0
Warriors @ Cavaliers - Jan 15 2018  8:00PM,170.34864,162.0,0.0
Warriors @ Cavaliers - Jan 15 2018  8:00PM,206.80848,25.2,1.0
Warriors @ Cavaliers - Jan 15 2018  8:00PM,-203.18304,-8.712,1.0
Warriors @ Cavaliers - Jan 15 2018  8:00PM,-104.68128,97.2,1.0
Warriors @ Cavaliers - Jan 15 2018  8:00PM,-163.3536,161.64,1.0
Warriors @ Cavaliers - Jan 15 2018  8:00PM,-68.93664,-54.0,1.0
Warriors @ Cavaliers - Jan 15 2018  8:00PM,-193.6344,1.656,0.0
Warriors @ Cavaliers - Jan 15 2018  8:00PM,-63.1152,-18.0,0.0
Warriors @ Cavaliers - Jan 15 2018  8:00PM,-103.2,154.8,0.0
Warriors @ Cavaliers - Jan 15 2018  8:00PM,-214.72368,6.048,0.0
Warriors @ Cavaliers - Jan 15 2018  8:00PM,-218.196,-32.976,0.0
Warriors @ Cavaliers - Jan 15 2018  8:00PM,-208.9536,23.904,0.0
Warriors @ Raptors - Jan 13 2018  7:30PM,132.35712,128.088,0.0
Warriors @ Raptors - Jan 13 2018  7:30PM,158.91024,-122.112,1.0
Warriors @ Raptors - Jan 13 2018  7:30PM,103.30176,95.472,0.0
Warriors @ Raptors - Jan 13 2018  7:30PM,121.6848,130.968,0.0
Warriors @ Raptors - Jan 13 2018  7:30PM,213.70176,3.528,0.0
Warriors @ Raptors - Jan 13 2018  7:30PM,142.00848,-3.888,1.0
Warriors @ Raptors - Jan 13 2018  7:30PM,-173.92368,168.408,0.0
Warriors @ Raptors - Jan 13 2018  7:30PM,-131.02992,35.64,1.0
Warriors @ Raptors - Jan 13 2018  7:30PM,-145.58304,156.168,1.0
Warriors @ Raptors - Jan 13 2018  7:30PM,-224.73216,167.4,0.0
Warriors @ Raptors - Jan 13 2018  7:30PM,-185.77056,43.92,0.0
Warriors @ Raptors - Jan 13 2018  7:30PM,-203.13216,-46.656,0.0
Warriors @ Raptors - Jan 13 2018  7:30PM,-198.22992,8.208,1.0
